"code_ward";"name";"code_district"
"04090";"Xã Chiềng Khoi";"124"
"04093";"Xã Tú Nang";"124"
"04096";"Xã Lóng Phiêng";"124"
"04099";"Xã Phiêng Khoài";"124"
"04102";"Xã Chiềng Tương";"124"
"04105";"Thị trấn Hát Lót";"125"
"04108";"Xã Chiềng Sung";"125"
"04111";"Xã Mường Bằng";"125"
"04114";"Xã Chiềng Chăn";"125"
"04117";"Xã Mương Chanh";"125"
"04120";"Xã Chiềng Ban";"125"
"04123";"Xã Chiềng Mung";"125"
"04126";"Xã Mường Bon";"125"
"04129";"Xã Chiềng Chung";"125"
"04132";"Xã Chiềng Mai";"125"
"04135";"Xã Hát Lót";"125"
"04136";"Xã Nà Pó";"125"
"04138";"Xã Cò  Nòi";"125"
"04141";"Xã Chiềng Nơi";"125"
"04144";"Xã Phiêng Cằm";"125"
"04147";"Xã Chiềng Dong";"125"
"04150";"Xã Chiềng Kheo";"125"
"04153";"Xã Chiềng Ve";"125"
"04156";"Xã Chiềng Lương";"125"
"04159";"Xã Phiêng Pằn";"125"
"04162";"Xã Nà Ơt";"125"
"04165";"Xã Tà Hộc";"125"
"04168";"Thị trấn Sông Mã";"126"
"04171";"Xã Bó Sinh";"126"
"04174";"Xã Pú Pẩu";"126"
"04177";"Xã Chiềng Phung";"126"
"04180";"Xã Chiềng En";"126"
"04183";"Xã Mường Lầm";"126"
"04186";"Xã Nậm Ty";"126"
"04189";"Xã Đứa Mòn";"126"
"04192";"Xã Yên Hưng";"126"
"04195";"Xã Chiềng Sơ";"126"
"04198";"Xã Nà Nghịu";"126"
"04201";"Xã Nậm Mằn";"126"
"04204";"Xã Chiềng Khoong";"126"
"04207";"Xã Chiềng Cang";"126"
"04210";"Xã Huổi Một";"126"
"04213";"Xã Mường Sai";"126"
"04216";"Xã Mường Cai";"126"
"04219";"Xã Mường Hung";"126"
"04222";"Xã Chiềng Khương";"126"
"04225";"Xã Sam Kha";"127"
"04228";"Xã Púng Bánh";"127"
"04231";"Xã Sốp Cộp";"127"
"04234";"Xã Dồm Cang";"127"
"04237";"Xã Nậm Lạnh";"127"
"04240";"Xã Mường Lèo";"127"
"04243";"Xã Mường Và";"127"
"04246";"Xã Mường Lạn";"127"
"04249";"Phường Yên Thịnh";"132"
"04252";"Phường Yên Ninh";"132"
"04255";"Phường Minh Tân";"132"
"04258";"Phường Nguyễn Thái Học";"132"
"04261";"Phường Đồng Tâm";"132"
"04264";"Phường Nguyễn Phúc";"132"
"04267";"Phường Hồng Hà";"132"
"04270";"Xã Minh Bảo";"132"
"04273";"Phường Nam Cường";"132"
"04276";"Xã Tuy Lộc";"132"
"04279";"Xã Tân Thịnh";"132"
"04282";"Phường Pú Trạng";"133"
"04285";"Phường Trung Tâm";"133"
"04288";"Phường Tân An";"133"
"04291";"Phường Cầu Thia";"133"
"04294";"Xã Nghĩa Lợi";"133"
"04297";"Xã Nghĩa Phúc";"133"
"04300";"Xã Nghĩa An";"133"
"04303";"Thị trấn Yên Thế";"135"
"04306";"Xã Tân Phượng";"135"
"04309";"Xã Lâm Thượng";"135"
"04312";"Xã Khánh Thiện";"135"
"04315";"Xã Minh Chuẩn";"135"
"04318";"Xã Mai Sơn";"135"
"04321";"Xã Khai Trung";"135"
"04324";"Xã Mường Lai";"135"
"04327";"Xã An Lạc";"135"
"04330";"Xã Minh Xuân";"135"
"04333";"Xã Tô Mậu";"135"
"04336";"Xã Tân Lĩnh";"135"
"04339";"Xã Yên Thắng";"135"
"04342";"Xã Khánh Hoà";"135"
"04345";"Xã Vĩnh Lạc";"135"
"04348";"Xã Liễu Đô";"135"
"04351";"Xã Động Quan";"135"
"04354";"Xã Tân Lập";"135"
"04357";"Xã Minh Tiến";"135"
"04360";"Xã Trúc Lâu";"135"
"04363";"Xã Phúc Lợi";"135"
"04366";"Xã Phan Thanh";"135"
"04369";"Xã An Phú";"135"
"04372";"Xã Trung Tâm";"135"
"04375";"Thị trấn Mậu A";"136"
"04378";"Xã Lang Thíp";"136"
"04381";"Xã Lâm Giang";"136"
"04384";"Xã Châu Quế Thượng";"136"
"04387";"Xã Châu Quế Hạ";"136"
"04390";"Xã An Bình";"136"
"04393";"Xã Quang Minh";"136"
"04396";"Xã Đông An";"136"
"04399";"Xã Đông Cuông";"136"
"04402";"Xã Phong Dụ Hạ";"136"
"04405";"Xã Mậu Đông";"136"
"04408";"Xã Ngòi A";"136"
"04411";"Xã Xuân Tầm";"136"
"04414";"Xã Tân Hợp";"136"
"04417";"Xã An Thịnh";"136"
"04420";"Xã Yên Thái";"136"
"04423";"Xã Phong Dụ Thượng";"136"
"04426";"Xã Yên Hợp";"136"
"04429";"Xã Đại Sơn";"136"
"04435";"Xã Đại Phác";"136"
"04438";"Xã Yên Phú";"136"
"04441";"Xã Xuân Ái";"136"
"04447";"Xã Viễn Sơn";"136"
"04450";"Xã Mỏ Vàng";"136"
"04453";"Xã Nà Hẩu";"136"
"04456";"Thị trấn Mù Căng Chải";"137"
"04459";"Xã Hồ Bốn";"137"
"04462";"Xã Nậm Có";"137"
"04465";"Xã Khao Mang";"137"
"04468";"Xã Mồ Dề";"137"
"04471";"Xã Chế Cu Nha";"137"
"04474";"Xã Lao Chải";"137"
"04477";"Xã Kim Nọi";"137"
"04480";"Xã Cao Phạ";"137"
"04483";"Xã La Pán Tẩn";"137"
"04486";"Xã Dế Su Phình";"137"
"04489";"Xã Chế Tạo";"137"
"04492";"Xã Púng Luông";"137"
"04495";"Xã Nậm Khắt";"137"
"04498";"Thị trấn Cổ Phúc";"138"
"04501";"Xã Tân Đồng";"138"
"04504";"Xã Báo Đáp";"138"
"04507";"Xã Đào Thịnh";"138"
"04510";"Xã Việt Thành";"138"
"04513";"Xã Hòa Cuông";"138"
"04516";"Xã Minh Quán";"138"
"04519";"Xã Quy Mông";"138"
"04522";"Xã Cường Thịnh";"138"
"04525";"Xã Kiên Thành";"138"
"04528";"Xã Nga Quán";"138"
"04531";"Xã Y Can";"138"
"04537";"Xã Lương Thịnh";"138"
"04540";"Xã Âu Lâu";"132"
"04543";"Xã Giới Phiên";"132"
"04546";"Phường Hợp Minh";"132"
"04558";"Xã Văn Phú";"132"
"04561";"Xã Bảo Hưng";"138"
"04564";"Xã Việt Cường";"138"
"04567";"Xã Minh Quân";"138"
"04570";"Xã Hồng Ca";"138"
"04573";"Xã Hưng Thịnh";"138"
"04576";"Xã Hưng Khánh";"138"
"04579";"Xã Việt Hồng";"138"
"04582";"Xã Vân Hội";"138"
"04585";"Thị trấn Trạm Tấu";"139"
"04588";"Xã Túc Đán";"139"
"04591";"Xã Pá Lau";"139"
"04594";"Xã Xà Hồ";"139"
"04597";"Xã Phình Hồ";"139"
"04600";"Xã Trạm Tấu";"139"
"04603";"Xã Tà Si Láng";"139"
"04606";"Xã Pá Hu";"139"
"04609";"Xã Làng Nhì";"139"
"04612";"Xã Bản Công";"139"
"04615";"Xã Bản Mù";"139"
"04618";"Xã Hát Lìu";"139"
"04621";"Thị trấn NT Liên Sơn";"140"
"04624";"Xã Nghĩa Lộ";"133"
"04627";"Thị trấn NT Trần Phú";"140"
"04630";"Xã Tú Lệ";"140"
"04633";"Xã Nậm Búng";"140"
"04636";"Xã Gia Hội";"140"
"04639";"Xã Sùng Đô";"140"
"04642";"Xã Nậm Mười";"140"
"04645";"Xã An Lương";"140"
"04648";"Xã Nậm Lành";"140"
"04651";"Xã Sơn Lương";"140"
"04654";"Xã Suối Quyền";"140"
"04657";"Xã Suối Giàng";"140"
"04660";"Xã Sơn A";"133"
"04663";"Xã Phù Nham";"133"
"04666";"Xã Nghĩa Sơn";"140"
"04669";"Xã Suối Bu";"140"
"04672";"Thị trấn Sơn Thịnh";"140"
"04675";"Xã Thanh Lương";"133"
"04678";"Xã Hạnh Sơn";"133"
"04681";"Xã Phúc Sơn";"133"
"04684";"Xã Thạch Lương";"133"
"04687";"Xã Đại Lịch";"140"
"04690";"Xã Đồng Khê";"140"
"04693";"Xã Cát Thịnh";"140"
"04696";"Xã Tân Thịnh";"140"
"04699";"Xã Chấn Thịnh";"140"
"04702";"Xã Bình Thuận";"140"
"04705";"Xã Thượng Bằng La";"140"
"04708";"Xã Minh An";"140"
"04711";"Xã Nghĩa Tâm";"140"
"04714";"Thị trấn Yên Bình";"141"
"04717";"Thị trấn Thác Bà";"141"
"04720";"Xã Xuân Long";"141"
"04726";"Xã Cảm Nhân";"141"
"04729";"Xã Ngọc Chấn";"141"
"04732";"Xã Tân Nguyên";"141"
"04735";"Xã Phúc Ninh";"141"
"04738";"Xã Bảo Ái";"141"
"04741";"Xã Mỹ Gia";"141"
"04744";"Xã Xuân Lai";"141"
"04747";"Xã Mông Sơn";"141"
"04750";"Xã Cảm Ân";"141"
"04753";"Xã Yên Thành";"141"
"04756";"Xã Tân Hương";"141"
"04759";"Xã Phúc An";"141"
"04762";"Xã Bạch Hà";"141"
"04765";"Xã Vũ Linh";"141"
"04768";"Xã Đại Đồng";"141"
"04771";"Xã Vĩnh Kiên";"141"
"04774";"Xã Yên Bình";"141"
"04777";"Xã Thịnh Hưng";"141"
"04780";"Xã Hán Đà";"141"
"04783";"Xã Phú Thịnh";"141"
"04786";"Xã Đại Minh";"141"
"04789";"Phường Thái Bình";"148"
"04792";"Phường Tân Hòa";"148"
"04795";"Phường Thịnh Lang";"148"
"04798";"Phường Hữu Nghị";"148"
"04801";"Phường Tân Thịnh";"148"
"04804";"Phường Đồng Tiến";"148"
"04807";"Phường Phương Lâm";"148"
"04813";"Xã Yên Mông";"148"
"04816";"Xã Sủ Ngòi";"148"
"04819";"Phường Dân Chủ";"148"
"04825";"Xã Hòa Bình";"148"
"04828";"Phường Thống Nhất";"148"
"04831";"Thị trấn Đà Bắc";"150"
"04834";"Xã Nánh Nghê";"150"
"04840";"Xã Giáp Đắt";"150"
"04846";"Xã Mường Chiềng";"150"
"04849";"Xã Tân Pheo";"150"
"04852";"Xã Đồng Chum";"150"
"04855";"Xã Tân Minh";"150"
"04858";"Xã Đoàn Kết";"150"
"04861";"Xã Đồng Ruộng";"150"
"04867";"Xã Tú Lý";"150"
"04870";"Xã Trung Thành";"150"
"04873";"Xã Yên Hòa";"150"
"04876";"Xã Cao Sơn";"150"
"04879";"Xã Toàn Sơn";"150"
"04882";"Xã Tân Thành";"156"
"04885";"Xã Hiền Lương";"150"
"04888";"Xã Tiền Phong";"150"
"04891";"Xã Vầy Nưa";"150"
"04894";"Phường Kỳ Sơn";"148"
"04897";"Xã Thịnh Minh";"148"
"04903";"Xã Hợp Thành";"148"
"04906";"Xã Quang Tiến";"148"
"04912";"Xã Mông Hóa";"148"
"04918";"Xã Trung Minh";"148"
"04921";"Xã Độc Lập";"148"
"04924";"Thị trấn Lương Sơn";"152"
"04927";"Xã Yên Trung";"276"
"04930";"Xã Yên Bình";"276"
"04936";"Xã Tiến Xuân";"276"
"04939";"Xã Đông Xuân";"275"
"04942";"Xã Lâm Sơn";"152"
"04945";"Xã Hòa Sơn";"152"
"04951";"Xã Tân Vinh";"152"
"04954";"Xã Nhuận Trạch";"152"
"04957";"Xã Cao Sơn";"152"
"04960";"Xã Cư Yên";"152"
"04969";"Xã Liên Sơn";"152"
"04978";"Thị trấn Bo";"153"
"04981";"Thị trấn Ba Hàng Đồi";"159"
"04984";"Xã Đú Sáng";"153"
"04987";"Xã Hùng Sơn";"153"
"04990";"Xã Bình Sơn";"153"
"04999";"Xã Tú Sơn";"153"
"05005";"Xã Vĩnh Tiến";"153"
"05008";"Xã Cao Dương";"152"
"05014";"Xã Đông Bắc";"153"
"05017";"Xã Xuân Thủy";"153"
"05026";"Xã Vĩnh Đồng";"153"
"05035";"Xã Kim Lập";"153"
"05038";"Xã Hợp Tiến";"153"
"05041";"Xã Thanh Sơn";"152"
"05047";"Xã Thanh Cao";"152"
"05065";"Xã Kim Bôi";"153"
"05068";"Xã Nam Thượng";"153"
"05077";"Xã Cuối Hạ";"153"
"05080";"Xã Sào Báy";"153"
"05083";"Xã Mi Hòa";"153"
"05086";"Xã Nuông Dăm";"153"
"05089";"Thị trấn Cao Phong";"154"
"05092";"Xã Bình Thanh";"154"
"05095";"Xã Thung Nai";"154"
"05098";"Xã Bắc Phong";"154"
"05101";"Xã Thu Phong";"154"
"05104";"Xã Hợp Phong";"154"
"05110";"Xã Tây Phong";"154"
"05116";"Xã Dũng Phong";"154"
"05119";"Xã Nam Phong";"154"
"05125";"Xã Thạch Yên";"154"
"05128";"Thị trấn Mãn Đức";"155"
"05134";"Xã Suối Hoa";"155"
"05137";"Xã Phú Vinh";"155"
"05140";"Xã Phú Cường";"155"
"05143";"Xã Mỹ Hòa";"155"
"05152";"Xã Quyết Chiến";"155"
"05158";"Xã Phong Phú";"155"
"05164";"Xã Tử Nê";"155"
"05167";"Xã Thanh Hối";"155"
"05170";"Xã Ngọc Mỹ";"155"
"05173";"Xã Đông Lai";"155"
"05176";"Xã Vân Sơn";"155"
"05182";"Xã Nhân Mỹ";"155"
"05191";"Xã Lỗ Sơn";"155"
"05194";"Xã Ngổ Luông";"155"
"05197";"Xã Gia Mô";"155"
"05200";"Thị trấn Mai Châu";"156"
"05206";"Xã Sơn Thủy";"156"
"05209";"Xã Pà Cò";"156"
"05212";"Xã Hang Kia";"156"
"05221";"Xã Đồng Tân";"156"
"05224";"Xã Cun Pheo";"156"
"05227";"Xã Bao La";"156"
"05233";"Xã Tòng Đậu";"156"
"05242";"Xã Nà Phòn";"156"
"05245";"Xã Săm Khóe";"156"
"05248";"Xã Chiềng Châu";"156"
"05251";"Xã Mai Hạ";"156"
"05254";"Xã Thành Sơn";"156"
"05257";"Xã Mai Hịch";"156"
"05263";"Xã Vạn Mai";"156"
"05266";"Thị trấn Vụ Bản";"157"
"05269";"Xã Quý Hòa";"157"
"05272";"Xã Miền Đồi";"157"
"05275";"Xã Mỹ Thành";"157"
"05278";"Xã Tuân Đạo";"157"
"05281";"Xã Văn Nghĩa";"157"
"05284";"Xã Văn Sơn";"157"
"05287";"Xã Tân Lập";"157"
"05290";"Xã Nhân Nghĩa";"157"
"05293";"Xã Thượng Cốc";"157"
"05299";"Xã Quyết Thắng";"157"
"05302";"Xã Xuất Hóa";"157"
"05305";"Xã Yên Phú";"157"
"05308";"Xã Bình Hẻm";"157"
"05320";"Xã Định Cư";"157"
"05323";"Xã Chí Đạo";"157"
"05329";"Xã Ngọc Sơn";"157"
"05332";"Xã Hương Nhượng";"157"
"05335";"Xã Vũ Bình";"157"
"05338";"Xã Tự Do";"157"
"05341";"Xã Yên Nghiệp";"157"
"05344";"Xã Tân Mỹ";"157"
"05347";"Xã Ân Nghĩa";"157"
"05350";"Xã Ngọc Lâu";"157"
"05353";"Thị trấn Hàng Trạm";"158"
"05356";"Xã Lạc Sỹ";"158"
"05362";"Xã Lạc Lương";"158"
"05365";"Xã Bảo Hiệu";"158"
"05368";"Xã Đa Phúc";"158"
"05371";"Xã Hữu Lợi";"158"
"05374";"Xã Lạc Thịnh";"158"
"05380";"Xã Đoàn Kết";"158"
"05383";"Xã Phú Lai";"158"
"05386";"Xã Yên Trị";"158"
"05389";"Xã Ngọc Lương";"158"
"05392";"Thị trấn Chi Nê";"159"
"05395";"Xã Phú Nghĩa";"159"
"05398";"Xã Phú Thành";"159"
"05404";"Xã Hưng Thi";"159"
"05413";"Xã Khoan Dụ";"159"
"05419";"Xã Đồng Tâm";"159"
"05422";"Xã Yên Bồng";"159"
"05425";"Xã Thống Nhất";"159"
"05428";"Xã An Bình";"159"
"05431";"Phường Quán Triều";"164"
"05434";"Phường Quang Vinh";"164"
"05437";"Phường Túc Duyên";"164"
"05440";"Phường Hoàng Văn Thụ";"164"
"05443";"Phường Trưng Vương";"164"
"05446";"Phường Quang Trung";"164"
"05449";"Phường Phan Đình Phùng";"164"
"05452";"Phường Tân Thịnh";"164"
"05455";"Phường Thịnh Đán";"164"
"05458";"Phường Đồng Quang";"164"
"05461";"Phường Gia Sàng";"164"
"05464";"Phường Tân Lập";"164"
"05467";"Phường Cam Giá";"164"
"05470";"Phường Phú Xá";"164"
"05473";"Phường Hương Sơn";"164"
"05476";"Phường Trung Thành";"164"
"05479";"Phường Tân Thành";"164"
"05482";"Phường Tân Long";"164"
"05485";"Xã Phúc Hà";"164"
"05488";"Xã Phúc Xuân";"164"
"05491";"Xã Quyết Thắng";"164"
"05494";"Xã Phúc Trìu";"164"
"05497";"Xã Thịnh Đức";"164"
"05500";"Phường Tích Lương";"164"
"05503";"Xã Tân Cương";"164"
"05506";"Phường Lương Sơn";"165"
"05509";"Phường Châu Sơn";"165"
"05512";"Phường Mỏ Chè";"165"
"05515";"Phường Cải Đan";"165"
"05518";"Phường Thắng Lợi";"165"
"05521";"Phường Phố Cò";"165"
"05527";"Xã Tân Quang";"165"
"05528";"Phường Bách Quang";"165"
"05530";"Xã Bình Sơn";"165"
"05533";"Xã Bá Xuyên";"165"
"05536";"Thị trấn Chợ Chu";"167"
"05539";"Xã Linh Thông";"167"
"05542";"Xã Lam Vỹ";"167"
"05545";"Xã Quy Kỳ";"167"
"05548";"Xã Tân Thịnh";"167"
"05551";"Xã Kim Phượng";"167"
"05554";"Xã Bảo Linh";"167"
"05560";"Xã Phúc Chu";"167"
"05563";"Xã Tân Dương";"167"
"05566";"Xã Phượng Tiến";"167"
"05569";"Xã Bảo Cường";"167"
"05572";"Xã Đồng Thịnh";"167"
"05575";"Xã Định Biên";"167"
"05578";"Xã Thanh Định";"167"
"05581";"Xã Trung Hội";"167"
"05584";"Xã Trung Lương";"167"
"05587";"Xã Bình Yên";"167"
"05590";"Xã Điềm Mặc";"167"
"05593";"Xã Phú Tiến";"167"
"05596";"Xã Bộc Nhiêu";"167"
"05599";"Xã Sơn Phú";"167"
"05602";"Xã Phú Đình";"167"
"05605";"Xã Bình Thành";"167"
"05608";"Thị trấn Giang Tiên";"168"
"05611";"Thị trấn Đu";"168"
"05614";"Xã Yên Ninh";"168"
"05617";"Xã Yên Trạch";"168"
"05620";"Xã Yên Đổ";"168"
"05623";"Xã Yên Lạc";"168"
"05626";"Xã Ôn Lương";"168"
"05629";"Xã Động Đạt";"168"
"05632";"Xã Phủ Lý";"168"
"05635";"Xã Phú Đô";"168"
"05638";"Xã Hợp Thành";"168"
"05641";"Xã Tức Tranh";"168"
"05644";"Xã Phấn Mễ";"168"
"05647";"Xã Vô Tranh";"168"
"05650";"Xã Cổ Lũng";"168"
"05653";"Xã Sơn Cẩm";"164"
"05656";"Thị trấn Sông Cầu";"169"
"05659";"Phường Chùa Hang";"164"
"05662";"Thị trấn Trại Cau";"169"
"05665";"Xã Văn Lăng";"169"
"05668";"Xã Tân Long";"169"
"05671";"Xã Hòa Bình";"169"
"05674";"Xã Quang Sơn";"169"
"05677";"Xã Minh Lập";"169"
"05680";"Xã Văn Hán";"169"
"05683";"Xã Hóa Trung";"169"
"05686";"Xã Khe Mo";"169"
"05689";"Xã Cây Thị";"169"
"05692";"Xã Hóa Thượng";"169"
"05695";"Xã Cao Ngạn";"164"
"05698";"Xã Hợp Tiến";"169"
"05701";"Xã Linh Sơn";"164"
"05704";"Xã Tân Lợi";"169"
"05707";"Xã Nam Hòa";"169"
"05710";"Phường Đồng Bẩm";"164"
"05713";"Xã Huống Thượng";"164"
"05716";"Thị trấn Đình Cả";"170"
"05719";"Xã Sảng Mộc";"170"
"05722";"Xã Nghinh Tường";"170"
"05725";"Xã Thần Xa";"170"
"05728";"Xã Vũ Chấn";"170"
"05731";"Xã Thượng Nung";"170"
"05734";"Xã Phú Thượng";"170"
"05737";"Xã Cúc Đường";"170"
"05740";"Xã La Hiên";"170"
"05743";"Xã Lâu Thượng";"170"
"05746";"Xã Tràng Xá";"170"
"05749";"Xã Phương Giao";"170"
"05752";"Xã Liên Minh";"170"
"05755";"Xã Dân Tiến";"170"
"05758";"Xã Bình Long";"170"
"05761";"Thị trấn Hùng Sơn";"171"
"05764";"Thị trấn Quân Chu";"171"
"05767";"Xã Phúc Lương";"171"
"05770";"Xã Minh Tiến";"171"
"05773";"Xã Yên Lãng";"171"
"05776";"Xã Đức Lương";"171"
"05779";"Xã Phú Cường";"171"
"05782";"Xã Na Mao";"171"
"05785";"Xã Phú Lạc";"171"
"05788";"Xã Tân Linh";"171"
"05791";"Xã Phú Thịnh";"171"
"05794";"Xã Phục Linh";"171"
"05797";"Xã Phú Xuyên";"171"
"05800";"Xã Bản Ngoại";"171"
"05803";"Xã Tiên Hội";"171"
"05809";"Xã Cù Vân";"171"
"05812";"Xã Hà Thượng";"171"
"05815";"Xã La Bằng";"171"
"05818";"Xã Hoàng Nông";"171"
"05821";"Xã Khôi Kỳ";"171"
"05824";"Xã An Khánh";"171"
"05827";"Xã Tân Thái";"171"
"05830";"Xã Bình Thuận";"171"
"05833";"Xã Lục Ba";"171"
"05836";"Xã Mỹ Yên";"171"
"05839";"Xã Vạn Thọ";"171"
"05842";"Xã Văn Yên";"171"
"05845";"Xã Ký Phú";"171"
"05848";"Xã Cát Nê";"171"
"05851";"Xã Quân Chu";"171"
"05854";"Phường Bãi Bông";"172"
"05857";"Phường Bắc Sơn";"172"
"05860";"Phường Ba Hàng";"172"
"05863";"Xã Phúc Tân";"172"
"05866";"Xã Phúc Thuận";"172"
"05869";"Xã Hồng Tiến";"172"
"05872";"Xã Minh Đức";"172"
"05875";"Xã Đắc Sơn";"172"
"05878";"Phường Đồng Tiến";"172"
"05881";"Xã Thành Công";"172"
"05884";"Xã Tiên Phong";"172"
"05887";"Xã Vạn Phái";"172"
"05890";"Xã Nam Tiến";"172"
"05893";"Xã Tân Hương";"172"
"05896";"Xã Đông Cao";"172"
"05899";"Xã Trung Thành";"172"
"05902";"Xã Tân Phú";"172"
"05905";"Xã Thuận Thành";"172"
"05908";"Thị trấn Hương Sơn";"173"
"05911";"Xã Bàn Đạt";"173"
"05914";"Xã Đồng Liên";"164"
"05917";"Xã Tân Khánh";"173"
"05920";"Xã Tân Kim";"173"
"05923";"Xã Tân Thành";"173"
"05926";"Xã Đào Xá";"173"
"05929";"Xã Bảo Lý";"173"
"05932";"Xã Thượng Đình";"173"
"05935";"Xã Tân Hòa";"173"
"05938";"Xã Nhã Lộng";"173"
"05941";"Xã Điềm Thụy";"173"
"05944";"Xã Xuân Phương";"173"
"05947";"Xã Tân Đức";"173"
"05950";"Xã Úc Kỳ";"173"
"05953";"Xã Lương Phú";"173"
"05956";"Xã Nga My";"173"
"05959";"Xã Kha Sơn";"173"
"05962";"Xã Thanh Ninh";"173"
"05965";"Xã Dương Thành";"173"
"05968";"Xã Hà Châu";"173"
"05971";"Phường Hoàng Văn Thụ";"178"
"05974";"Phường Tam Thanh";"178"
"05977";"Phường Vĩnh Trại";"178"
"05980";"Phường Đông Kinh";"178"
"05983";"Phường Chi Lăng";"178"
"05986";"Xã Hoàng Đồng";"178"
"05989";"Xã Quảng Lạc";"178"
"05992";"Xã Mai Pha";"178"
"05995";"Thị trấn Thất Khê";"180"
"05998";"Xã Khánh Long";"180"
"06001";"Xã Đoàn Kết";"180"
"06004";"Xã Quốc Khánh";"180"
"06007";"Xã Vĩnh Tiến";"180"
"06010";"Xã Cao Minh";"180"
"06013";"Xã Chí Minh";"180"
"06016";"Xã Tri Phương";"180"
"06019";"Xã Tân Tiến";"180"
"06022";"Xã Tân Yên";"180"
"06025";"Xã Đội Cấn";"180"
"06028";"Xã Tân Minh";"180"
"06031";"Xã Kim Đồng";"180"
"06034";"Xã Chi Lăng";"180"
"06037";"Xã Trung Thành";"180"
"06040";"Xã Đại Đồng";"180"
"06043";"Xã Đào Viên";"180"
"06046";"Xã Đề Thám";"180"
"06049";"Xã Kháng Chiến";"180"
"06055";"Xã Hùng Sơn";"180"
"06058";"Xã Quốc Việt";"180"
"06061";"Xã Hùng Việt";"180"
"06067";"Xã Hưng Đạo";"181"
"06070";"Xã Vĩnh Yên";"181"
"06073";"Xã Hoa Thám";"181"
"06076";"Xã Quý Hòa";"181"
"06079";"Xã Hồng Phong";"181"
"06082";"Xã Yên Lỗ";"181"
"06085";"Xã Thiện Hòa";"181"
"06088";"Xã Quang Trung";"181"
"06091";"Xã Thiện Thuật";"181"
"06094";"Xã Minh Khai";"181"
"06097";"Xã Thiện Long";"181"
"06100";"Xã Hoàng Văn Thụ";"181"
"06103";"Xã Hòa Bình";"181"
"06106";"Xã Mông Ân";"181"
"06109";"Xã Tân Hòa";"181"
"06112";"Thị trấn Bình Gia";"181"
"06115";"Xã Hồng Thái";"181"
"06118";"Xã Bình La";"181"
"06121";"Xã Tân Văn";"181"
"06124";"Thị trấn Na Sầm";"182"
"06127";"Xã Trùng Khánh";"182"
"06133";"Xã Bắc La";"182"
"06136";"Xã Thụy Hùng";"182"
"06139";"Xã Bắc Hùng";"182"
"06142";"Xã Tân Tác";"182"
"06148";"Xã Thanh Long";"182"
"06151";"Xã Hội Hoan";"182"
"06154";"Xã Bắc Việt";"182"
"06157";"Xã Hoàng Việt";"182"
"06160";"Xã Gia Miễn";"182"
"06163";"Xã Thành Hòa";"182"
"06166";"Xã Tân Thanh";"182"
"06172";"Xã Tân Mỹ";"182"
"06175";"Xã Hồng Thái";"182"
"06178";"Xã  Hoàng Văn Thụ";"182"
"06181";"Xã Nhạc Kỳ";"182"
"06184";"Thị trấn Đồng Đăng";"183"
"06187";"Thị trấn Cao Lộc";"183"
"06190";"Xã Bảo Lâm";"183"
"06193";"Xã Thanh Lòa";"183"
"06196";"Xã Cao Lâu";"183"
"06199";"Xã Thạch Đạn";"183"
"06202";"Xã Xuất Lễ";"183"
"06205";"Xã Hồng Phong";"183"
"06208";"Xã Thụy Hùng";"183"
"06211";"Xã Lộc Yên";"183"
"06214";"Xã Phú Xá";"183"
"06217";"Xã Bình Trung";"183"
"06220";"Xã Hải Yến";"183"
"06223";"Xã Hòa Cư";"183"
"06226";"Xã Hợp Thành";"183"
"06232";"Xã Công Sơn";"183"
"06235";"Xã Gia Cát";"183"
"06238";"Xã Mẫu Sơn";"183"
"06241";"Xã Xuân Long";"183"
"06244";"Xã Tân Liên";"183"
"06247";"Xã Yên Trạch";"183"
"06250";"Xã Tân Thành";"183"
"06253";"Thị trấn Văn Quan";"184"
"06256";"Xã Trấn Ninh";"184"
"06268";"Xã Liên Hội";"184"
"06274";"Xã Hòa Bình";"184"
"06277";"Xã Tú Xuyên";"184"
"06280";"Xã Điềm He";"184"
"06283";"Xã An Sơn";"184"
"06286";"Xã Khánh Khê";"184"
"06292";"Xã Lương Năng";"184"
"06295";"Xã Đồng Giáp";"184"
"06298";"Xã Bình Phúc";"184"
"06301";"Xã Tràng Các";"184"
"06307";"Xã Tân Đoàn";"184"
"06313";"Xã Tri Lễ";"184"
"06316";"Xã Tràng Phái";"184"
"06319";"Xã Yên Phúc";"184"
"06322";"Xã Hữu Lễ";"184"
"06325";"Thị trấn Bắc Sơn";"185"
"06328";"Xã Long Đống";"185"
"06331";"Xã Vạn Thủy";"185"
"06337";"Xã Đồng ý";"185"
"06340";"Xã Tân Tri";"185"
"06343";"Xã Bắc Quỳnh";"185"
"06349";"Xã Hưng Vũ";"185"
"06352";"Xã Tân Lập";"185"
"06355";"Xã Vũ Sơn";"185"
"06358";"Xã Chiêu Vũ";"185"
"06361";"Xã Tân Hương";"185"
"06364";"Xã Chiến Thắng";"185"
"06367";"Xã Vũ Lăng";"185"
"06370";"Xã Trấn Yên";"185"
"06373";"Xã Vũ Lễ";"185"
"06376";"Xã Nhất Hòa";"185"
"06379";"Xã Tân Thành";"185"
"06382";"Xã Nhất Tiến";"185"
"06385";"Thị trấn Hữu Lũng";"186"
"06388";"Xã Hữu Liên";"186"
"06391";"Xã Yên Bình";"186"
"06394";"Xã Quyết Thắng";"186"
"06397";"Xã Hòa Bình";"186"
